source,target,weight
2018:C6,2019:C8,0.7311424
2018:C6,2019:C80,0.78090394
2018:C6,2019:C9,0.6682739
2018:C68,2019:C0,6.299115
2018:C68,2019:C1,2.71948589
2018:C68,2019:C18,0.6277592
2018:C68,2019:C19,0.73840594
2018:C68,2019:C2,0.7701922
2018:C68,2019:C22,0.62050074
2018:C68,2019:C3,0.62433285
2018:C68,2019:C5,0.74256444
2018:C68,2019:C59,1.0
2018:C68,2019:C6,0.6352906
2018:C68,2019:C79,0.65656245
2018:C7,2019:C0,4.0715992
2018:C7,2019:C1,2.0442136
2018:C7,2019:C19,0.64961153
2018:C7,2019:C2,0.755641
2018:C7,2019:C22,0.74803877
2018:C7,2019:C23,0.6140014
2018:C7,2019:C3,0.6488048
2018:C7,2019:C47,0.64409447
2018:C7,2019:C5,0.64516103
2018:C7,2019:C6,0.65446055
2018:C7,2019:C7,1.0
2018:C7,2019:C80,0.64178824
2018:C71,2019:C0,5.5235351900000005
2018:C71,2019:C1,1.71102917
2018:C71,2019:C18,0.64263123
2018:C71,2019:C2,1.3189451499999998
2018:C71,2019:C3,0.6268391
2018:C71,2019:C39,0.99999994
2018:C71,2019:C4,0.83617437
2018:C71,2019:C44,0.74193615
2018:C71,2019:C49,0.74996364
2018:C71,2019:C65,0.7494328
2018:C71,2019:C8,0.7189502
2018:C71,2019:C9,0.77967983
2018:C81,2019:C0,4.12552929
2018:C81,2019:C1,1.5952385
2018:C81,2019:C18,0.7265983
2018:C81,2019:C2,1.4474157
2018:C81,2019:C3,0.73036325
2018:C81,2019:C39,0.83617437
2018:C81,2019:C4,1.0
2018:C81,2019:C49,0.88057727
2018:C81,2019:C6,0.7039194
2018:C81,2019:C65,0.76299417
2018:C81,2019:C8,0.76617336
2018:C81,2019:C9,0.79606414
2018:C85,2019:C0,8.32651292
2018:C85,2019:C1,2.4458477
2018:C85,2019:C19,0.7744698
2018:C85,2019:C2,1.4963009
2018:C85,2019:C22,0.6697248
2018:C85,2019:C3,1.24490425
2018:C85,2019:C47,0.75751376
2018:C85,2019:C5,0.6357746
2018:C85,2019:C59,0.69201833
2018:C85,2019:C6,0.7490848
2018:C85,2019:C7,0.6182276
2018:C85,2019:C80,0.74105126
2018:C86,2019:C0,12.02903315
2018:C86,2019:C1,3.28262747
2018:C86,2019:C18,0.81933635
2018:C86,2019:C19,0.73703796
2018:C86,2019:C2,1.6316157
2018:C86,2019:C22,0.63135743
2018:C86,2019:C23,0.67508465
2018:C86,2019:C3,1.67990754
2018:C86,2019:C39,0.6268391
2018:C86,2019:C4,0.73036325
2018:C86,2019:C49,0.73378307
2018:C86,2019:C5,0.6876557
2018:C86,2019:C59,0.62433285
2018:C86,2019:C6,0.8861993
2018:C86,2019:C65,0.67746246
2018:C86,2019:C7,0.6488048
2018:C86,2019:C79,0.7282841
2018:C86,2019:C8,0.7047286
2018:C86,2019:C80,0.7132502
2018:C86,2019:C9,0.6896175
2018:C9,2019:C0,4.48186863
2018:C9,2019:C1,1.6594910999999999
2018:C9,2019:C18,0.7465952
2018:C9,2019:C2,1.46602294
2018:C9,2019:C3,0.6896175
2018:C9,2019:C39,0.77967983
2018:C9,2019:C4,0.79606414
2018:C9,2019:C44,0.6882435
2018:C9,2019:C49,0.60994947
2018:C9,2019:C6,0.6682739
2018:C9,2019:C65,0.93005896
2018:C9,2019:C8,0.92760766
2018:C9,2019:C9,1.0000001
2019:C0,2020:C0,153.53008562
2019:C0,2020:C1,44.06755495
2019:C0,2020:C10,7.79071202
2019:C0,2020:C13,10.71844616
2019:C0,2020:C17,7.55312281
2019:C0,2020:C2,20.29908016
2019:C0,2020:C26,9.79323664
2019:C0,2020:C4,4.12552929
2019:C0,2020:C46,9.50544901
2019:C0,2020:C48,5.42116424
2019:C0,2020:C5,12.02903358
2019:C0,2020:C53,3.3842499
2019:C0,2020:C7,4.07159896
2019:C0,2020:C8,4.46182498
2019:C0,2020:C9,4.48186863
2019:C1,2020:C0,35.36821263
2019:C1,2020:C1,13.335497440000001
2019:C1,2020:C10,1.9229120000000002
2019:C1,2020:C13,2.8757978
2019:C1,2020:C17,2.1813310599999998
2019:C1,2020:C2,4.4426739
2019:C1,2020:C26,2.18386263
2019:C1,2020:C4,1.5952385
2019:C1,2020:C46,2.3729636899999997
2019:C1,2020:C48,2.01817906
2019:C1,2020:C5,3.28262753
2019:C1,2020:C53,1.3019393400000001
2019:C1,2020:C7,2.04421354
2019:C1,2020:C8,1.56215367
2019:C1,2020:C83,0.6264324
2019:C1,2020:C9,1.65949097
2019:C18,2020:C0,7.3094014000000005
2019:C18,2020:C1,3.2884467
2019:C18,2020:C17,0.7545197
2019:C18,2020:C2,2.1174232699999997
2019:C18,2020:C4,0.7265983
2019:C18,2020:C48,0.6944927
2019:C18,2020:C5,0.81933635
2019:C18,2020:C8,0.7546612
2019:C18,2020:C83,1.0000001
2019:C18,2020:C9,0.7465952
2019:C19,2020:C0,9.447719020000001
2019:C19,2020:C1,2.3729636899999997
2019:C19,2020:C10,0.75548905
2019:C19,2020:C13,0.7959138
2019:C19,2020:C17,0.72825116
2019:C19,2020:C2,1.4599098000000001
2019:C19,2020:C26,0.83830345
2019:C19,2020:C46,1.0
2019:C19,2020:C5,0.7370379
2019:C19,2020:C53,0.74299014
2019:C19,2020:C7,0.6496115
2019:C2,2020:C0,22.76702165
2019:C2,2020:C1,8.50104918
2019:C2,2020:C10,0.75316656
2019:C2,2020:C13,0.77374196
2019:C2,2020:C17,0.7938063
2019:C2,2020:C2,2.43334445
2019:C2,2020:C26,0.8236929
2019:C2,2020:C4,1.4474157
2019:C2,2020:C46,0.8369871
2019:C2,2020:C48,1.7933994000000002
2019:C2,2020:C5,1.6316155
2019:C2,2020:C53,0.6459111
2019:C2,2020:C7,0.7556411
2019:C2,2020:C8,1.49172293
2019:C2,2020:C83,0.656
2019:C2,2020:C9,1.4660229
2019:C22,2020:C0,7.29435982
2019:C22,2020:C1,2.20794832
2019:C22,2020:C10,0.6543852
2019:C22,2020:C13,0.6486207
2019:C22,2020:C17,0.7080027
2019:C22,2020:C2,1.4003878
2019:C22,2020:C26,0.66844344
2019:C22,2020:C46,0.73477614
2019:C22,2020:C5,0.63135743
2019:C22,2020:C53,0.7144395
2019:C22,2020:C7,0.74803877
2019:C22,2020:C83,0.61920583
2019:C23,2020:C0,4.07471891
2019:C23,2020:C1,1.3019393400000001
2019:C23,2020:C10,0.77263033
2019:C23,2020:C13,0.6531334
2019:C23,2020:C17,0.6114302
2019:C23,2020:C2,0.6459111
2019:C23,2020:C26,0.6899841
2019:C23,2020:C46,0.74299014
2019:C23,2020:C5,0.6750846
2019:C23,2020:C53,1.0000001
2019:C23,2020:C7,0.6140014
2019:C3,2020:C0,20.21484082
2019:C3,2020:C1,6.65601497
2019:C3,2020:C10,1.4232356
2019:C3,2020:C13,1.67990764
2019:C3,2020:C17,1.30958316
2019:C3,2020:C2,1.65682076
2019:C3,2020:C26,1.58112096
2019:C3,2020:C4,0.73036325
2019:C3,2020:C46,1.5329518
2019:C3,2020:C48,0.7485367
2019:C3,2020:C5,1.67990754
2019:C3,2020:C53,1.3282180000000001
2019:C3,2020:C7,0.6488048
2019:C3,2020:C8,0.7047286
2019:C3,2020:C9,0.6896176
2019:C39,2020:C0,4.8537315
2019:C39,2020:C1,3.46099275
2019:C39,2020:C13,0.7419362
2019:C39,2020:C2,0.6982218
2019:C39,2020:C4,0.83617437
2019:C39,2020:C48,0.62072325
2019:C39,2020:C5,0.6268391
2019:C39,2020:C8,0.7189502
2019:C39,2020:C9,0.77967983
2019:C4,2020:C0,4.93559763
2019:C4,2020:C1,3.3119903
2019:C4,2020:C2,0.7300149
2019:C4,2020:C4,1.0
2019:C4,2020:C48,0.7174007
2019:C4,2020:C5,0.73036325
2019:C4,2020:C8,0.76617336
2019:C4,2020:C9,0.7960642
2019:C44,2020:C0,2.0885661
2019:C44,2020:C1,1.60496875
2019:C44,2020:C13,0.9999999
2019:C44,2020:C9,0.6882435
2019:C47,2020:C0,8.326284170000001
2019:C47,2020:C1,2.21082485
2019:C47,2020:C13,0.743425
2019:C47,2020:C17,0.64335495
2019:C47,2020:C2,0.79146075
2019:C47,2020:C26,0.79527056
2019:C47,2020:C46,0.672602
2019:C47,2020:C53,0.60703325
2019:C47,2020:C7,0.64409447
2019:C49,2020:C0,4.0165101100000005
2019:C49,2020:C1,2.54168468
2019:C49,2020:C10,0.6008721
2019:C49,2020:C17,0.60076094
2019:C49,2020:C2,0.73377585
2019:C49,2020:C4,0.88057727
2019:C49,2020:C48,0.60570747
2019:C49,2020:C5,0.7337831
2019:C49,2020:C9,0.6099495
2019:C5,2020:C0,8.49933252
2019:C5,2020:C1,2.782092
2019:C5,2020:C10,0.61778367
2019:C5,2020:C13,0.6219275
2019:C5,2020:C17,0.99999994
2019:C5,2020:C2,0.7938063
2019:C5,2020:C26,0.63778454
2019:C5,2020:C46,0.72825116
2019:C5,2020:C5,0.6876556
2019:C5,2020:C53,0.6114302
2019:C5,2020:C7,0.64516103
2019:C59,2020:C0,5.3958788
2019:C59,2020:C1,2.71948586
2019:C59,2020:C10,0.62724817
2019:C59,2020:C17,0.7425643
2019:C59,2020:C2,1.4944422
2019:C59,2020:C46,0.73840594
2019:C59,2020:C5,0.6243328
2019:C59,2020:C83,0.62775916
2019:C6,2020:C0,13.8782386
2019:C6,2020:C1,3.59223071
2019:C6,2020:C10,0.6427107
2019:C6,2020:C13,0.7146312
2019:C6,2020:C17,0.67040396
2019:C6,2020:C2,0.92417616
2019:C6,2020:C26,0.780904
2019:C6,2020:C4,0.7039194
2019:C6,2020:C46,0.72750705
2019:C6,2020:C48,0.839202
2019:C6,2020:C5,0.88619936
2019:C6,2020:C7,0.6544606
2019:C6,2020:C8,0.7311424
2019:C6,2020:C9,0.6682739
2019:C65,2020:C0,6.24832756
2019:C65,2020:C1,2.3094438
2019:C65,2020:C2,0.76169026
2019:C65,2020:C4,0.76299417
2019:C65,2020:C48,0.8012641
2019:C65,2020:C5,0.67746246
2019:C65,2020:C8,0.88458514
2019:C65,2020:C9,0.9300589
2019:C7,2020:C0,5.4698968
2019:C7,2020:C1,2.04421354
2019:C7,2020:C10,0.60602015
2019:C7,2020:C17,0.64516103
2019:C7,2020:C2,0.7556411
2019:C7,2020:C26,0.64178824
2019:C7,2020:C46,0.6496115
2019:C7,2020:C5,0.6488048
2019:C7,2020:C53,0.6140014
2019:C7,2020:C7,1.0000002
2019:C79,2020:C0,5.9573398
2019:C79,2020:C1,1.9320379
2019:C79,2020:C17,0.86752594
2019:C79,2020:C2,0.7292944
2019:C79,2020:C5,0.72828406
2019:C8,2020:C0,6.09385896
2019:C8,2020:C1,2.28110387
2019:C8,2020:C2,0.7706623
2019:C8,2020:C4,0.76617336
2019:C8,2020:C48,0.72106063
2019:C8,2020:C5,0.7047286
2019:C8,2020:C8,0.9999999
2019:C8,2020:C9,0.92760766
2019:C80,2020:C0,9.69804382
2019:C80,2020:C1,2.18386263
2019:C80,2020:C10,0.70334935
2019:C80,2020:C13,0.8678709
2019:C80,2020:C17,0.63778454
2019:C80,2020:C2,0.8236929
2019:C80,2020:C26,0.9999998
2019:C80,2020:C46,0.83830345
2019:C80,2020:C5,0.71325016
2019:C80,2020:C53,0.6899841
2019:C80,2020:C7,0.64178824
2019:C9,2020:C0,6.03937626
2019:C9,2020:C1,3.04912043
2019:C9,2020:C13,0.6882435
2019:C9,2020:C2,0.7501971
2019:C9,2020:C4,0.79606414
2019:C9,2020:C48,0.7158258
2019:C9,2020:C5,0.6896176
2019:C9,2020:C8,0.92760766
2019:C9,2020:C9,1.0000001
